variant,outer_iteration,epoch,value_drift_rmse,target_drift_rmse,cached_target_blake2b_128,target_hash_constant_for_all_inner_epochs
full_aamas_frozen,16,80,8.73206783771093,8.762499359780602,02fa59e6ed0dd1ed569a3892c4e768c8,True
full_aamas_frozen,17,85,9.367040540996028,9.414886274900407,da2b54f52ee710bd9054225a414755ef,True
full_aamas_frozen,18,90,10.01588868639903,10.118906295177256,3329878a3996d57d05dac62da0eaa6eb,True
full_aamas_frozen,19,95,10.953813191866,10.980045598742311,1b225c804716bdf3ec514bcf1e3deb23,True
full_aamas_frozen,20,100,11.924683295182911,12.136633769017374,1fe0c6fec20c3bd3cd505c0e82552623,True
full_aamas_frozen,21,105,13.138162609527017,13.340214225223624,dbc1fe082fca075d1b5e92f9077972a2,True
full_aamas_frozen,22,110,14.57622139006261,14.674526901041192,5351287c6ffafd0e6e24428f15233740,True
full_aamas_frozen,23,115,16.09503898287557,16.337415081727624,2119058a61ef6285a499a2933b12219a,True
full_aamas_frozen,24,120,17.758490208406933,18.068855559748098,fd4f68bf6512ba57d1fcf96d0ecc8508,True
full_aamas_frozen,25,125,19.67268622704377,19.922897286931118,ba8f74bb400c9034ede8fbd88a8cef4b,True
full_aamas_frozen,26,130,21.728908437271798,22.047016000212402,638f26502ea72655344b395b2055aa64,True
full_aamas_frozen,27,135,24.19868461742027,24.23987274337555,d994e819b1d8a14f414f7de56dbf9b69,True
full_aamas_frozen,28,140,26.40514974219838,26.947732696110762,0841f7c0669bbfc1901a581b9755076e,True
full_aamas_frozen,29,145,29.106766951321223,29.436954820058954,ce4cd81df4c01c9d241c470ae7705093,True
full_aamas_frozen,30,150,31.803456827465087,32.295452347396065,1495d2558d24695e9a7ef208eef26b71,True
full_aamas_frozen,31,155,34.98712374373784,35.2146453345764,8004b8d30fc005e237ced3dec26abeef,True
full_aamas_frozen,32,160,38.03782277703747,38.91460736465263,44918d4fb1039e156b8e715ddae8f9ac,True
full_aamas_frozen,33,165,42.13506711663643,42.40138095781387,138cb18abffb3569bc13a4230b21c930,True
full_aamas_frozen,34,170,46.63676267153157,46.98883507678923,92e3fb8adf791e0108c06ff83be7fc4b,True
full_aamas_frozen,35,175,51.75056461371709,51.97079822602806,ae03889f9d4ca190528fae0b2f3021c8,True
full_aamas_frozen,36,180,56.7985473000228,57.59506716803698,5341b966f5949571250c535cf328e083,True
full_aamas_frozen,37,185,62.27817499931605,62.883787557152644,9fa4d2b68e3ebd8d59a93fda2e989724,True
full_aamas_frozen,38,190,68.73611968209363,68.92276613346814,a12b6140d9e5c0e4734f1d688e9627b3,True
full_aamas_frozen,39,195,75.67955685573354,76.4539789255651,a6ec57013f2f9ab07f1a42170c6bcd74,True
full_aamas_frozen,40,200,84.13396545889644,84.1835437385069,494da0cfb8cc681ab29df316862b571f,True
